,r2,time
0,0.3227182291123655,6.362936735153198
1,0.9069229954075875,5.415239572525024
2,0.9231237465799546,6.517732381820679
3,0.8716960276475616,4.918334722518921
4,0.8744494019840331,5.963614463806152
5,0.9078583263641083,5.586015701293945
6,0.9212420332860967,4.736539125442505
7,0.936134379965966,4.738763809204102
8,0.892631473286059,5.153362512588501
9,0.9241639069177845,5.382855415344238
10,0.9357017962052534,5.646320104598999
11,0.913347945875242,6.822047710418701
12,0.9344938408702169,5.685834646224976
13,0.9155560096312652,5.184206247329712
14,0.9372556134722309,5.917336463928223
15,0.8914814578321169,5.075277805328369
16,0.9068225075052526,6.003913402557373
17,0.9292341403053334,5.780282497406006
18,0.9099186235875242,6.118000745773315
19,0.9173821944569037,5.2292633056640625
20,0.9047252245131694,5.149958610534668
21,0.9276028199899791,5.68009877204895
22,0.872985699268899,5.70997166633606
23,0.9240945270021578,5.570075511932373
24,0.9333703867391326,5.123332977294922
25,0.9010713507014114,4.959049940109253
26,0.8853848779482069,4.989796161651611
27,0.9298226923114369,5.6665730476379395
28,0.9267514158286261,5.465913772583008
29,0.874211431107854,5.889095306396484
