time,mse,mae
0.006022453308105469,2365.1798979022733,40.36225974300335
0.006977558135986328,332.03899102810766,14.374752892619325
0.008090496063232422,288.1362274783194,13.116783671661684
0.010055303573608398,287.7312472510971,13.068584421535878
0.009973287582397461,293.93391145307,13.309359659533316
0.011620521545410156,293.32340717744563,13.343078884611318
0.013854265213012695,291.16824284045526,13.291896751220348
0.019913673400878906,275.85609993732515,13.092697813988975
0.020406484603881836,257.13441448993154,12.505750975246253
0.01998591423034668,255.42575436155641,12.484890001618028
0.020821571350097656,257.1841521903305,12.489973373685737
0.023789405822753906,257.008897194556,12.54188918557632
0.032412052154541016,260.3233518147697,12.531920762383857
0.02801227569580078,256.3223339943703,12.396288558169076
0.027645587921142578,258.9262770794504,12.428877661809207
0.03182840347290039,260.40833062281644,12.5486006634454
0.034879446029663086,260.0789105807697,12.524824956530866
0.0499420166015625,252.82587615817636,12.296522873646344
0.052876949310302734,261.4021036387153,12.560512381827653
0.0568385124206543,258.59807102258645,12.517415630275252
0.058051109313964844,255.1110796333868,12.427617556127776
0.04288649559020996,260.8697977393635,12.611071932870114
0.05286359786987305,263.45062040824115,12.588117622327632
0.04552459716796875,263.7180723816858,12.6207194691515
0.06382441520690918,262.1480788676757,12.67634425561426
0.06881570816040039,264.9377799972101,12.589530428986173
0.06488800048828125,261.0859412848427,12.583918756327277
0.07181096076965332,264.06497797594983,12.673636650671897
0.06209540367126465,269.231299696086,12.834197399165514
